0	1.26	1.04	1.21
1	1.26	1.26	1.24
2	1.32	1.37	1.36
3	1.33	1.36	1.38
4	1.28	1.38	1.38
5	1.13	1.39	1.36
6	1.09	1.30	1.31
7	1.08	1.34	1.35
8	1.30	1.35	1.36
9	1.30	1.37	1.41
10	1.26	1.29	1.39
