160	1.261662	1.043626	1.218996	1.282577
320	1.266059	1.268219	1.246524	1.413870
480	1.324404	1.376790	1.368952	1.342980
640	1.330370	1.369354	1.383201	1.351305
800	1.288642	1.387380	1.380522	1.391703
960	1.130315	1.395451	1.364519	1.326185
1120	1.095073	1.305555	1.314966	1.321653
1280	1.088219	1.347187	1.357564	1.419317
1440	1.306856	1.356023	1.363314	1.369563
1600	1.305952	1.376069	1.416324	1.330356
1760	1.261306	1.298165	1.398319	1.398784
